id,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
1015,1.129665178,91.73659988,-6.886771429151923,-0.7478214392265913,6.138949989925332,1756.342934,5.83874551411847,-14651.487073051121,-14651.167927028671,-14651.14223403778,-14652.481586632224,45.2433989
1044,0.168480388,110.7530127,-6.316685866760823,0.9405833619129582,7.257269201462396,1545.512654,7.256120527214794,-11685.901153422998,-11685.620682943822,-11685.594989952928,-11686.83910269551,43.0471174
1046,2.080860822,104.5509397,-5.714725947765237,1.0913114480943538,6.80603739585959,1640.812776,5.560702045693113,-12054.383642304674,-12054.110342025775,-12054.084649034883,-12055.322244650457,40.788084999999995
1077,3.077055478,102.920741,-6.1544713646400435,-0.13497525141527572,6.019496113224768,1735.178853,5.904179863859838,-12631.248635859409,-12630.969403498308,-12630.943710507412,-12632.197494176668,41.164590399999994
1082,2.431774724,112.5340623,-4.6836214060574655,-0.6258894487919912,4.0577319572654735,1593.08783,5.838524149491359,-12627.128606127259,-12626.829574761525,-12626.80388449177,-12628.083138018552,44.3021354
1101,2.472542791,89.91843091,-6.756773303549356,-1.0102114488683986,5.746561854680958,1732.145091,4.859397219530271,-15054.856760501305,-15054.54243361536,-15054.516740624467,-15055.860675616355,43.298120999999995
1104,3.394946233,100.0995742,-6.4202146061975585,0.782971393661825,7.203186027070769,1750.134071,5.564601954358502,-13067.8237248723,-13067.518184542976,-13067.49249155208,-13068.804436838298,43.6746264
1135,5.09337068,97.81762843,-6.419731821782782,0.6392799270611657,7.059011748843948,2036.146298,6.2251477158278385,-14111.611567180067,-14111.298089289376,-14111.272396298484,-14112.615686380517,44.364886299999995
1142,4.107911482,97.38360253,-6.292699546801324,0.7093489745307223,7.002048521332046,1808.953069,5.839290150014183,-13536.372769605614,-13536.039258692368,-13536.013565701474,-13537.41547183062,45.30614980000001
1184,3.809706839,100.9136257,-5.958930152596671,0.04161652268550288,6.000546675282173,1648.02574,5.597469635406512,-13068.238973347552,-13067.959871601104,-13067.93417861021,-13069.202748946751,40.5370814
1190,1.941504061,109.4709157,-5.979335916719765,0.41612928061379784,6.395465197333563,1901.644103,6.518381478031452,-12662.520937822064,-12662.207356528104,-12662.181663537209,-12663.521576686211,44.6158899
10010,1.332923758,101.6524558,-6.237909148481164,0.4883774158939332,6.726286537163711,1524.093758,5.9392633680898586,-12630.832034978259,-12630.558878919705,-12630.533185928813,-12631.779902801058,40.8508359
10047,1.450205786,106.299097,-6.176970364650111,0.661416743520298,6.838387108170409,1689.461191,6.567639692682257,-12662.649375565145,-12662.356635471911,-12662.330942481016,-12663.612756599243,43.2353701
10055,1.298341325,106.564347,-6.289792336717575,0.14975805468449868,6.439550391402073,1630.625205,6.581618589967614,-12661.773666896392,-12661.499852322291,-12661.4741593314,-12662.703379282288,41.792099400000005
10093,1.293277702,106.2984926,-5.88745794999534,-0.2507746933657762,5.6366832566295635,1662.361322,6.595029395142316,-12662.012669944068,-12661.745051402617,-12661.719358411721,-12662.94043127357,41.2273413
