id,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
105,2.97447518,83.10693264,-6.0764990965719745,0.4765997020647859,6.5530987986367615,1556.171523,4.205770061859522,-12874.643579506162,-12874.382823676322,-12874.357130685428,-12875.61574981802,34.8267495
1020,1.325034118,96.1460987,-6.556159562573096,1.4831906487817696,8.039350211354865,1804.286554,5.643044190278426,-11593.295897093822,-11592.97122171769,-11592.945531447935,-11594.319309167116,44.23938450000001
1024,3.122241884,85.22615187,-6.490210346192568,0.7193429275686725,7.209553246549854,1316.052186,5.446577301297736,-13043.088338035635,-13042.803666118423,-13042.77797312753,-13044.043465856286,40.160576
10012,0.516535576,100.2437945,-6.36175219457182,0.9195603347042604,7.281312529276081,1364.937955,5.726555771399045,-10584.058977764467,-10583.777516790831,-10583.751823799937,-10584.996249473461,41.0390886
10041,4.987336307,98.73257135,-6.5375329333055365,-0.9622838982164088,5.5752490078777415,1439.131937,4.832671937488182,-10989.160751583364,-10988.91145718941,-10988.885764198516,-10990.083533229184,35.6425112
10070,1.498995474,94.50679982,-6.215744957367468,0.5873563843389524,6.80310134170642,1293.646803,5.800763725139388,-11595.2739390194,-11595.017991441508,-11594.992298450614,-11596.194255313625,37.9015436
10176,1.18388332,93.4380351,-6.416174096299437,0.7204292605303849,7.136603356829822,1256.665796,5.844890144458063,-11595.124377077176,-11594.89239728829,-11594.866704297396,-11596.008899513932,35.8307639
10282,1.700778461,84.74691426,-7.4930008962836645,-1.4908168302569114,6.002184066026753,1391.212356,2.536173281088247,-12338.117536773823,-12337.869934928094,-12337.8442419372,-12339.058454808577,32.3794644
10345,3.435226153,89.67814496,-6.813726762173595,-1.438859409358822,5.374867352814774,1487.997307,4.12693124719645,-11968.429841989617,-11968.149287155144,-11968.12359416425,-11969.422306553335,36.5210238
10463,1.341455094,89.0016202,-6.309841005818963,0.47623670217226444,6.786077680779841,1376.154279,5.11757896107775,-12572.056471998465,-12571.792505225045,-12571.766812234153,-12573.004059543986,36.395522
